DateTime,is_holiday,air_pollution_index,humidity,wind_speed,wind_direction,visibility_in_miles,dew_point,temperature,rain_p_h,snow_p_h,clouds_all,weather_type,weather_description,traffic_volume,last_1_hour_traffic,last_2_hour_traffic,last_3_hour_traffic,last_4_hour_traffic,last_5_hour_traffic,last_6_hour_traffic,hour,month_day,weekday,month,year,Junction
17-09-2015 11:00,1,28,81,7,265,9,9,294.86,2.22,0,90,Mist,mist,4647,4582,4582,5359,5359,5515,5515,11,17,4,9,2015,2
17-09-2015 11:00,1,144,82,6,270,2,2,294.86,2.22,0,90,Thunderstorm,proximity thunderstorm,4647,4647,4582,4582,5359,5359,5515,11,17,4,9,2015,2
17-09-2015 11:00,1,73,87,6,265,3,3,294.86,2.22,0,90,Rain,moderate rain,4647,4647,4647,4582,4582,5359,5359,11,17,4,9,2015,2
17-09-2015 12:00,1,183,78,6,274,9,9,295.93,0.51,0,90,Thunderstorm,proximity thunderstorm,4959,4647,4647,4647,4582,4582,5359,12,17,4,9,2015,2
17-09-2015 12:00,1,47,72,7,275,8,8,295.93,0.51,0,90,Mist,mist,4959,4959,4647,4647,4647,4582,4582,12,17,4,9,2015,2
17-09-2015 12:00,1,95,77,7,268,1,1,295.93,0.51,0,90,Rain,proximity shower rain,4959,4959,4959,4647,4647,4647,4582,12,17,4,9,2015,2
17-09-2015 13:00,1,150,72,6,280,1,1,295.61,0,0,90,Thunderstorm,proximity thunderstorm,4644,4959,4959,4959,4647,4647,4647,13,17,4,9,2015,2
17-09-2015 13:00,1,208,75,5,277,1,1,295.61,0,0,90,Mist,mist,4644,4644,4959,4959,4959,4647,4647,13,17,4,9,2015,2
17-09-2015 13:00,1,44,73,5,284,8,8,295.61,0,0,90,Rain,heavy intensity rain,4644,4644,4644,4959,4959,4959,4647,13,17,4,9,2015,2
17-09-2015 14:00,1,140,74,4,283,3,3,295.86,1.52,0,90,Rain,moderate rain,5182,4644,4644,4644,4959,4959,4959,14,17,4,9,2015,2
17-09-2015 14:00,1,236,78,4,273,2,2,295.86,1.52,0,90,Thunderstorm,thunderstorm with light rain,5182,5182,4644,4644,4644,4959,4959,14,17,4,9,2015,2
17-09-2015 14:00,1,153,79,3,275,7,7,295.86,1.52,0,90,Mist,mist,5182,5182,5182,4644,4644,4644,4959,14,17,4,9,2015,2
17-09-2015 15:00,1,175,85,2,254,7,7,296.49,1.39,0,75,Thunderstorm,proximity thunderstorm,5724,5182,5182,5182,4644,4644,4644,15,17,4,9,2015,2
17-09-2015 15:00,1,153,83,3,268,8,8,296.49,1.39,0,75,Rain,proximity shower rain,5724,5724,5182,5182,5182,4644,4644,15,17,4,9,2015,2
17-09-2015 15:00,1,203,80,2,262,8,8,296.49,1.39,0,75,Mist,mist,5724,5724,5724,5182,5182,5182,4644,15,17,4,9,2015,2
17-09-2015 16:00,1,33,85,1,248,1,1,295.8,0.76,0,90,Rain,moderate rain,6550,5724,5724,5724,5182,5182,5182,16,17,4,9,2015,2
17-09-2015 16:00,1,224,85,2,206,5,5,295.8,0.76,0,90,Mist,mist,6550,6550,5724,5724,5724,5182,5182,16,17,4,9,2015,2
17-09-2015 17:00,1,132,84,1,181,7,7,295.35,0.25,0,75,Thunderstorm,proximity thunderstorm,6223,6550,6550,5724,5724,5724,5182,17,17,4,9,2015,2
17-09-2015 17:00,1,65,84,1,185,7,7,295.35,0.25,0,75,Mist,mist,6223,6223,6550,6550,5724,5724,5724,17,17,4,9,2015,2
17-09-2015 17:00,1,245,84,1,211,9,9,295.35,0.25,0,75,Rain,moderate rain,6223,6223,6223,6550,6550,5724,5724,17,17,4,9,2015,2
17-09-2015 18:00,1,95,84,1,144,6,6,295.32,0.25,0,1,Rain,moderate rain,4557,6223,6223,6223,6550,6550,5724,18,17,4,9,2015,2
17-09-2015 19:00,1,87,84,1,136,6,6,294.17,0,0,1,Clear,sky is clear,3351,4557,6223,6223,6223,6550,6550,19,17,4,9,2015,2
17-09-2015 20:00,1,101,92,2,132,4,4,293.05,0,0,1,Clear,sky is clear,3118,3351,4557,6223,6223,6223,6550,20,17,4,9,2015,2
17-09-2015 21:00,1,257,90,2,123,1,1,292.56,0,0,1,Mist,mist,2800,3118,3351,4557,6223,6223,6223,21,17,4,9,2015,2
17-09-2015 22:00,1,111,95,2,118,4,4,290.14,0,0,1,Clear,sky is clear,2590,2800,3118,3351,4557,6223,6223,22,17,4,9,2015,2
17-09-2015 23:00,1,82,91,2,115,5,5,289.19,0,0,1,Clear,sky is clear,1285,2590,2800,3118,3351,4557,6223,23,17,4,9,2015,2
18-09-2015 00:00,1,241,99,3,109,1,1,288.75,0,0,1,Clear,sky is clear,702,1285,2590,2800,3118,3351,4557,0,18,5,9,2015,2
18-09-2015 01:00,1,23,98,3,105,3,3,288.26,0,0,1,Clear,sky is clear,367,702,1285,2590,2800,3118,3351,1,18,5,9,2015,2
18-09-2015 02:00,1,203,99,3,85,7,7,287.47,0,0,1,Clear,sky is clear,347,367,702,1285,2590,2800,3118,2,18,5,9,2015,2
18-09-2015 03:00,1,243,98,3,86,6,6,286.71,0,0,1,Clear,sky is clear,372,347,367,702,1285,2590,2800,3,18,5,9,2015,2
18-09-2015 04:00,1,197,98,3,72,3,3,285.86,0,0,1,Clear,sky is clear,826,372,347,367,702,1285,2590,4,18,5,9,2015,2
18-09-2015 05:00,1,286,98,3,62,1,1,285.1,0,0,1,Clear,sky is clear,2807,826,372,347,367,702,1285,5,18,5,9,2015,2
18-09-2015 06:00,1,39,99,3,46,6,6,284.96,0,0,1,Clear,sky is clear,5747,2807,826,372,347,367,702,6,18,5,9,2015,2
18-09-2015 07:00,1,196,99,4,207,7,7,284.63,0,0,1,Fog,fog,5820,5747,2807,826,372,347,367,7,18,5,9,2015,2
18-09-2015 07:00,1,34,99,3,35,2,2,284.63,0,0,1,Mist,mist,5820,5820,5747,2807,826,372,347,7,18,5,9,2015,2
18-09-2015 08:00,1,240,99,4,134,1,1,285,0,0,5,Clear,sky is clear,6069,5820,5820,5747,2807,826,372,8,18,5,9,2015,2
18-09-2015 09:00,1,143,99,5,245,2,2,286.04,0,0,1,Clear,sky is clear,4986,6069,5820,5820,5747,2807,826,9,18,5,9,2015,2
18-09-2015 10:00,1,140,96,4,183,6,6,286.41,0,0,1,Clear,sky is clear,4601,4986,6069,5820,5820,5747,2807,10,18,5,9,2015,2
18-09-2015 11:00,1,121,98,5,351,5,5,287.11,0,0,40,Drizzle,light intensity drizzle,4827,4601,4986,6069,5820,5820,5747,11,18,5,9,2015,2
18-09-2015 12:00,1,138,96,5,347,9,9,287.72,0,0,40,Clouds,scattered clouds,5064,4827,4601,4986,6069,5820,5820,12,18,5,9,2015,2
18-09-2015 13:00,1,74,95,5,345,1,1,288.36,0.38,0,75,Rain,moderate rain,5007,5064,4827,4601,4986,6069,5820,13,18,5,9,2015,2
18-09-2015 13:00,1,35,93,5,340,9,9,288.36,0.38,0,75,Drizzle,light intensity drizzle,5007,5007,5064,4827,4601,4986,6069,13,18,5,9,2015,2
18-09-2015 14:00,1,27,92,5,337,8,8,288.64,0.25,0,75,Rain,light rain,5053,5007,5007,5064,4827,4601,4986,14,18,5,9,2015,2
18-09-2015 14:00,1,143,93,5,336,6,6,288.64,0.25,0,75,Drizzle,drizzle,5053,5053,5007,5007,5064,4827,4601,14,18,5,9,2015,2
18-09-2015 15:00,1,263,91,5,331,5,5,288.63,0.25,0,40,Drizzle,light intensity drizzle,5518,5053,5053,5007,5007,5064,4827,15,18,5,9,2015,2
18-09-2015 15:00,1,212,91,5,333,8,8,288.63,0.25,0,40,Rain,light rain,5518,5518,5053,5053,5007,5007,5064,15,18,5,9,2015,2
18-09-2015 16:00,1,49,90,5,332,1,1,288.92,0.25,0,90,Rain,light rain,6180,5518,5518,5053,5053,5007,5007,16,18,5,9,2015,2
18-09-2015 17:00,1,39,90,5,329,8,8,288.17,0.76,0,90,Rain,light rain,5606,6180,5518,5518,5053,5053,5007,17,18,5,9,2015,2
18-09-2015 18:00,1,87,89,5,329,5,5,287.88,0.76,0,90,Rain,moderate rain,4809,5606,6180,5518,5518,5053,5053,18,18,5,9,2015,2
18-09-2015 19:00,1,173,80,4,322,1,1,287.32,0.51,0,90,Drizzle,drizzle,3695,4809,5606,6180,5518,5518,5053,19,18,5,9,2015,2
18-09-2015 19:00,1,258,84,4,324,7,7,287.32,0.51,0,90,Rain,light rain,3695,3695,4809,5606,6180,5518,5518,19,18,5,9,2015,2
18-09-2015 19:00,1,296,84,4,326,1,1,287.32,0.51,0,90,Mist,mist,3695,3695,3695,4809,5606,6180,5518,19,18,5,9,2015,2
18-09-2015 20:00,1,87,79,3,311,5,5,287.11,0.51,0,90,Mist,mist,3395,3695,3695,3695,4809,5606,6180,20,18,5,9,2015,2
18-09-2015 20:00,1,120,82,3,303,1,1,287.11,0.51,0,90,Drizzle,light intensity drizzle,3395,3395,3695,3695,3695,4809,5606,20,18,5,9,2015,2
18-09-2015 20:00,1,57,87,3,312,7,7,287.11,0.51,0,90,Rain,moderate rain,3395,3395,3395,3695,3695,3695,4809,20,18,5,9,2015,2
18-09-2015 21:00,1,282,78,2,279,5,5,286.92,0.89,0,90,Rain,moderate rain,2901,3395,3395,3395,3695,3695,3695,21,18,5,9,2015,2
18-09-2015 21:00,1,292,83,2,276,3,3,286.92,0.89,0,90,Drizzle,drizzle,2901,2901,3395,3395,3395,3695,3695,21,18,5,9,2015,2
18-09-2015 22:00,1,263,81,1,258,6,6,286.2,0.89,0,90,Rain,moderate rain,2490,2901,2901,3395,3395,3395,3695,22,18,5,9,2015,2
18-09-2015 22:00,1,135,81,1,232,8,8,286.2,0.89,0,90,Drizzle,light intensity drizzle,2490,2490,2901,2901,3395,3395,3395,22,18,5,9,2015,2
18-09-2015 23:00,1,180,79,1,216,7,7,285.83,1.27,0,90,Rain,heavy intensity rain,1632,2490,2490,2901,2901,3395,3395,23,18,5,9,2015,2
19-09-2015 00:00,1,212,78,1,192,2,2,285.08,0.25,0,75,Rain,moderate rain,1035,1632,2490,2490,2901,2901,3395,0,19,6,9,2015,2
19-09-2015 01:00,1,138,78,1,197,3,3,284.6,0,0,1,Clear,sky is clear,656,1035,1632,2490,2490,2901,2901,1,19,6,9,2015,2
19-09-2015 02:00,1,289,76,1,163,8,8,284.32,0,0,1,Clear,sky is clear,556,656,1035,1632,2490,2490,2901,2,19,6,9,2015,2
19-09-2015 03:00,1,17,76,2,158,9,9,283.27,0,0,1,Clear,sky is clear,383,556,656,1035,1632,2490,2490,3,19,6,9,2015,2
19-09-2015 04:00,1,295,81,2,164,1,1,283.06,0,0,1,Clear,sky is clear,433,383,556,656,1035,1632,2490,4,19,6,9,2015,2
19-09-2015 05:00,1,27,79,3,155,1,1,282.49,0,0,1,Clear,sky is clear,810,433,383,556,656,1035,1632,5,19,6,9,2015,2
19-09-2015 06:00,1,131,83,3,158,3,3,282.1,0,0,1,Clear,sky is clear,1542,810,433,383,556,656,1035,6,19,6,9,2015,2
19-09-2015 07:00,1,135,79,4,157,8,8,281.14,0,0,1,Clear,sky is clear,2416,1542,810,433,383,556,656,7,19,6,9,2015,2
19-09-2015 08:00,1,237,85,4,160,9,9,282.38,0,0,1,Clear,sky is clear,3497,2416,1542,810,433,383,556,8,19,6,9,2015,2
19-09-2015 09:00,1,92,84,5,161,7,7,284.79,0,0,1,Clear,sky is clear,4600,3497,2416,1542,810,433,383,9,19,6,9,2015,2
19-09-2015 10:00,1,197,80,5,164,8,8,287.2,0,0,1,Clear,sky is clear,4594,4600,3497,2416,1542,810,433,10,19,6,9,2015,2
19-09-2015 11:00,1,163,79,6,163,2,2,289.2,0,0,1,Clear,sky is clear,4587,4594,4600,3497,2416,1542,810,11,19,6,9,2015,2
19-09-2015 12:00,1,133,76,6,165,2,2,290.71,0,0,1,Clear,sky is clear,4639,4587,4594,4600,3497,2416,1542,12,19,6,9,2015,2
19-09-2015 13:00,1,104,75,6,178,2,2,291.88,0,0,1,Clear,sky is clear,4423,4639,4587,4594,4600,3497,2416,13,19,6,9,2015,2
19-09-2015 14:00,1,131,71,7,177,3,3,292.79,0,0,1,Clear,sky is clear,4506,4423,4639,4587,4594,4600,3497,14,19,6,9,2015,2
19-09-2015 15:00,1,80,69,7,186,1,1,293.2,0,0,1,Clear,sky is clear,4325,4506,4423,4639,4587,4594,4600,15,19,6,9,2015,2
19-09-2015 16:00,1,113,70,6,193,2,2,293.29,0,0,1,Clear,sky is clear,4578,4325,4506,4423,4639,4587,4594,16,19,6,9,2015,2
19-09-2015 17:00,1,163,67,6,202,4,4,292.54,0,0,1,Clear,sky is clear,4825,4578,4325,4506,4423,4639,4587,17,19,6,9,2015,2
19-09-2015 18:00,1,253,68,5,210,7,7,291.79,0,0,1,Clear,sky is clear,3961,4825,4578,4325,4506,4423,4639,18,19,6,9,2015,2
19-09-2015 19:00,1,170,78,6,244,4,4,289.5,0,0,1,Clear,sky is clear,3552,3961,4825,4578,4325,4506,4423,19,19,6,9,2015,2
19-09-2015 20:00,1,170,75,5,243,3,3,288.18,0,0,1,Haze,haze,3260,3552,3961,4825,4578,4325,4506,20,19,6,9,2015,2
19-09-2015 20:00,1,189,82,5,268,4,4,288.18,0,0,1,Mist,mist,3260,3260,3552,3961,4825,4578,4325,20,19,6,9,2015,2
19-09-2015 21:00,1,177,76,7,268,2,2,286.76,0,0,1,Clear,sky is clear,3111,3260,3260,3552,3961,4825,4578,21,19,6,9,2015,2
19-09-2015 22:00,1,63,87,7,301,8,8,286.4,0,0,1,Clear,sky is clear,2991,3111,3260,3260,3552,3961,4825,22,19,6,9,2015,2
19-09-2015 23:00,1,248,85,8,309,5,5,285.58,0,0,1,Clear,sky is clear,2026,2991,3111,3260,3260,3552,3961,23,19,6,9,2015,2
20-09-2015 00:00,1,58,81,8,307,7,7,285.08,0,0,1,Clear,sky is clear,1529,2026,2991,3111,3260,3260,3552,0,20,7,9,2015,2
20-09-2015 01:00,1,143,80,10,319,4,4,284.7,0,0,1,Clear,sky is clear,941,1529,2026,2991,3111,3260,3260,1,20,7,9,2015,2
20-09-2015 02:00,1,298,77,10,321,6,6,284.56,0,0,1,Clear,sky is clear,743,941,1529,2026,2991,3111,3260,2,20,7,9,2015,2
20-09-2015 03:00,1,142,77,9,321,4,4,283.69,0,0,1,Clear,sky is clear,413,743,941,1529,2026,2991,3111,3,20,7,9,2015,2
20-09-2015 04:00,1,155,72,9,323,4,4,282.77,0,0,1,Clear,sky is clear,367,413,743,941,1529,2026,2991,4,20,7,9,2015,2
20-09-2015 05:00,1,140,71,9,323,2,2,282.72,0,0,1,Clear,sky is clear,515,367,413,743,941,1529,2026,5,20,7,9,2015,2
20-09-2015 06:00,1,131,71,9,320,3,3,282.8,0,0,1,Clear,sky is clear,882,515,367,413,743,941,1529,6,20,7,9,2015,2
20-09-2015 07:00,1,11,69,8,322,1,1,283.21,0,0,1,Clear,sky is clear,1345,882,515,367,413,743,941,7,20,7,9,2015,2
20-09-2015 08:00,1,74,69,8,320,7,7,283.84,0,0,75,Clouds,broken clouds,2147,1345,882,515,367,413,743,8,20,7,9,2015,2
20-09-2015 09:00,1,44,68,8,316,4,4,286.63,0,0,1,Clear,sky is clear,3364,2147,1345,882,515,367,413,9,20,7,9,2015,2
20-09-2015 10:00,1,294,67,7,315,3,3,288.74,0,0,1,Clear,sky is clear,4270,3364,2147,1345,882,515,367,10,20,7,9,2015,2
20-09-2015 11:00,1,122,66,7,312,6,6,291.42,0,0,1,Clear,sky is clear,4219,4270,3364,2147,1345,882,515,11,20,7,9,2015,2
20-09-2015 12:00,1,103,64,7,307,6,6,292.74,0,0,1,Clear,sky is clear,4239,4219,4270,3364,2147,1345,882,12,20,7,9,2015,2
20-09-2015 13:00,1,123,63,7,305,9,9,293.77,0,0,1,Clear,sky is clear,4124,4239,4219,4270,3364,2147,1345,13,20,7,9,2015,2
20-09-2015 14:00,1,16,62,7,301,2,2,294.58,0,0,1,Clear,sky is clear,4070,4124,4239,4219,4270,3364,2147,14,20,7,9,2015,2
20-09-2015 15:00,1,31,64,6,294,6,6,294.54,0,0,40,Clouds,scattered clouds,4185,4070,4124,4239,4219,4270,3364,15,20,7,9,2015,2
20-09-2015 16:00,1,66,61,6,291,8,8,294.45,0,0,1,Rain,light rain,4183,4185,4070,4124,4239,4219,4270,16,20,7,9,2015,2
20-09-2015 17:00,1,191,63,5,273,6,6,292.86,0.25,0,90,Thunderstorm,thunderstorm with rain,4054,4183,4185,4070,4124,4239,4219,17,20,7,9,2015,2
20-09-2015 17:00,1,182,62,6,285,2,2,292.86,0.25,0,90,Rain,light rain,4054,4054,4183,4185,4070,4124,4239,17,20,7,9,2015,2
20-09-2015 18:00,1,11,64,5,269,6,6,290.52,1.52,0,90,Rain,moderate rain,3857,4054,4054,4183,4185,4070,4124,18,20,7,9,2015,2
20-09-2015 18:00,1,127,65,4,259,5,5,290.52,1.52,0,90,Thunderstorm,proximity thunderstorm,3857,3857,4054,4054,4183,4185,4070,18,20,7,9,2015,2
20-09-2015 20:00,1,93,65,5,263,5,5,289.02,0,0,1,Rain,light rain,2588,3857,3857,4054,4054,4183,4185,20,20,7,9,2015,2
20-09-2015 22:00,1,299,66,4,248,5,5,288.21,0,0,1,Clear,sky is clear,1372,2588,3857,3857,4054,4054,4183,22,20,7,9,2015,2
21-09-2015 00:00,1,53,66,4,247,7,7,288.42,0,0,1,Clear,sky is clear,515,1372,2588,3857,3857,4054,4054,0,21,1,9,2015,2
21-09-2015 02:00,1,78,68,4,246,8,8,287.48,0,0,1,Clear,sky is clear,235,515,1372,2588,3857,3857,4054,2,21,1,9,2015,2
21-09-2015 03:00,1,62,68,4,245,7,7,287.06,0,0,1,Clear,sky is clear,336,235,515,1372,2588,3857,3857,3,21,1,9,2015,2
21-09-2015 04:00,1,298,70,4,244,4,4,286.53,0,0,1,Clear,sky is clear,875,336,235,515,1372,2588,3857,4,21,1,9,2015,2
21-09-2015 05:00,1,138,71,4,254,6,6,286.42,0,0,1,Clear,sky is clear,2827,875,336,235,515,1372,2588,5,21,1,9,2015,2
21-09-2015 06:00,1,172,73,4,250,1,1,286.56,0,0,1,Clear,sky is clear,5635,2827,875,336,235,515,1372,6,21,1,9,2015,2
21-09-2015 08:00,1,260,74,3,257,4,4,287.93,0,0,1,Clear,sky is clear,5917,5635,2827,875,336,235,515,8,21,1,9,2015,2
21-09-2015 09:00,1,34,78,4,294,5,5,289.68,0,0,1,Clear,sky is clear,5023,5917,5635,2827,875,336,235,9,21,1,9,2015,2
21-09-2015 10:00,1,141,79,3,290,6,6,292.38,0,0,1,Clear,sky is clear,4642,5023,5917,5635,2827,875,336,10,21,1,9,2015,2
21-09-2015 12:00,1,127,81,4,317,9,9,296.7,0,0,1,Clear,sky is clear,4785,4642,5023,5917,5635,2827,875,12,21,1,9,2015,2
21-09-2015 13:00,1,245,71,4,300,3,3,298.54,0,0,1,Clear,sky is clear,4779,4785,4642,5023,5917,5635,2827,13,21,1,9,2015,2
21-09-2015 14:00,1,124,78,4,341,4,4,299.44,0,0,1,Clear,sky is clear,5290,4779,4785,4642,5023,5917,5635,14,21,1,9,2015,2
21-09-2015 15:00,1,134,73,4,339,8,8,299.8,0,0,1,Clear,sky is clear,5867,5290,4779,4785,4642,5023,5917,15,21,1,9,2015,2
21-09-2015 16:00,1,204,72,4,338,3,3,299.79,0,0,40,Clouds,scattered clouds,6772,5867,5290,4779,4785,4642,5023,16,21,1,9,2015,2
21-09-2015 17:00,1,103,64,4,335,6,6,299.52,0,0,40,Clouds,scattered clouds,6057,6772,5867,5290,4779,4785,4642,17,21,1,9,2015,2
21-09-2015 18:00,1,221,62,4,333,1,1,298.37,0,0,1,Clear,sky is clear,4339,6057,6772,5867,5290,4779,4785,18,21,1,9,2015,2
21-09-2015 19:00,1,136,64,3,338,7,7,296.63,0,0,1,Clear,sky is clear,3458,4339,6057,6772,5867,5290,4779,19,21,1,9,2015,2
21-09-2015 20:00,1,147,60,3,335,3,3,294.96,0,0,1,Clear,sky is clear,2915,3458,4339,6057,6772,5867,5290,20,21,1,9,2015,2
21-09-2015 21:00,1,157,60,3,337,6,6,294.62,0,0,1,Clear,sky is clear,3165,2915,3458,4339,6057,6772,5867,21,21,1,9,2015,2
21-09-2015 22:00,1,84,59,3,188,6,6,293.4,0,0,1,Clear,sky is clear,2244,3165,2915,3458,4339,6057,6772,22,21,1,9,2015,2
21-09-2015 23:00,1,24,60,2,241,6,6,292.82,0,0,1,Clear,sky is clear,941,2244,3165,2915,3458,4339,6057,23,21,1,9,2015,2
22-09-2015 00:00,1,165,59,2,143,6,6,291.91,0,0,1,Clear,sky is clear,490,941,2244,3165,2915,3458,4339,0,22,2,9,2015,2
22-09-2015 01:00,1,44,62,2,206,8,8,291.75,0,0,75,Clouds,broken clouds,309,490,941,2244,3165,2915,3458,1,22,2,9,2015,2
22-09-2015 02:00,1,16,60,2,53,4,4,291.49,0,0,75,Clouds,broken clouds,255,309,490,941,2244,3165,2915,2,22,2,9,2015,2
22-09-2015 03:00,1,191,62,1,62,9,9,291.62,0,0,40,Clouds,scattered clouds,354,255,309,490,941,2244,3165,3,22,2,9,2015,2
22-09-2015 04:00,1,179,64,3,62,3,3,291.49,0,0,75,Clouds,broken clouds,864,354,255,309,490,941,2244,4,22,2,9,2015,2
22-09-2015 05:00,1,220,66,2,74,4,4,291.6,0,0,90,Clouds,overcast clouds,2968,864,354,255,309,490,941,5,22,2,9,2015,2
22-09-2015 06:00,1,66,68,3,77,7,7,291.38,0,0,90,Clouds,overcast clouds,5797,2968,864,354,255,309,490,6,22,2,9,2015,2
22-09-2015 11:00,1,203,74,4,82,6,6,291.67,0,0,40,Mist,mist,4711,5797,2968,864,354,255,309,11,22,2,9,2015,2
22-09-2015 11:00,1,133,73,3,78,8,8,291.67,0,0,40,Drizzle,light intensity drizzle,4711,4711,5797,2968,864,354,255,11,22,2,9,2015,2
22-09-2015 12:00,1,92,78,5,83,9,9,292.68,0,0,90,Mist,mist,4856,4711,4711,5797,2968,864,354,12,22,2,9,2015,2
22-09-2015 12:00,1,210,81,5,75,2,2,292.68,0,0,90,Drizzle,drizzle,4856,4856,4711,4711,5797,2968,864,12,22,2,9,2015,2
22-09-2015 13:00,1,261,86,6,80,3,3,294.31,0,0,90,Clouds,overcast clouds,4836,4856,4856,4711,4711,5797,2968,13,22,2,9,2015,2
22-09-2015 14:00,1,11,89,7,75,6,6,295.31,0,0,1,Clear,sky is clear,5335,4836,4856,4856,4711,4711,5797,14,22,2,9,2015,2
22-09-2015 15:00,1,279,89,6,68,5,5,295.95,0,0,1,Clear,sky is clear,5948,5335,4836,4856,4856,4711,4711,15,22,2,9,2015,2
22-09-2015 16:00,1,250,93,7,64,3,3,295.85,0,0,90,Clouds,overcast clouds,6790,5948,5335,4836,4856,4856,4711,16,22,2,9,2015,2
22-09-2015 17:00,1,155,94,7,58,1,1,295.71,0,0,90,Clouds,overcast clouds,6635,6790,5948,5335,4836,4856,4856,17,22,2,9,2015,2
22-09-2015 18:00,1,85,92,8,54,7,7,294.99,0,0,90,Clouds,overcast clouds,4930,6635,6790,5948,5335,4836,4856,18,22,2,9,2015,2
22-09-2015 20:00,1,239,94,7,47,8,8,291.55,0,0,1,Clear,sky is clear,2934,4930,6635,6790,5948,5335,4836,20,22,2,9,2015,2
22-09-2015 21:00,1,278,94,8,43,3,3,291.34,0,0,1,Clear,sky is clear,2473,2934,4930,6635,6790,5948,5335,21,22,2,9,2015,2
22-09-2015 22:00,1,82,94,7,40,3,3,290.57,0,0,1,Clear,sky is clear,1609,2473,2934,4930,6635,6790,5948,22,22,2,9,2015,2
22-09-2015 23:00,1,115,93,8,35,2,2,290.31,0,0,1,Clear,sky is clear,987,1609,2473,2934,4930,6635,6790,23,22,2,9,2015,2
23-09-2015 00:00,1,233,93,8,32,8,8,290.08,0,0,1,Mist,mist,542,987,1609,2473,2934,4930,6635,0,23,3,9,2015,2
23-09-2015 01:00,1,19,92,7,27,9,9,289.53,0,0,1,Mist,mist,328,542,987,1609,2473,2934,4930,1,23,3,9,2015,2
23-09-2015 02:00,1,292,92,8,24,4,4,289.38,0,0,1,Mist,mist,257,328,542,987,1609,2473,2934,2,23,3,9,2015,2
23-09-2015 03:00,1,279,91,7,20,7,7,289.27,0,0,1,Mist,mist,340,257,328,542,987,1609,2473,3,23,3,9,2015,2
23-09-2015 04:00,1,274,91,8,194,1,1,289.14,0,0,75,Mist,mist,890,340,257,328,542,987,1609,4,23,3,9,2015,2
23-09-2015 05:00,1,146,91,7,130,9,9,289.2,0,0,40,Mist,mist,2997,890,340,257,328,542,987,5,23,3,9,2015,2
23-09-2015 06:00,1,227,91,8,244,4,4,289.23,0,0,75,Mist,mist,5744,2997,890,340,257,328,542,6,23,3,9,2015,2
23-09-2015 07:00,1,233,90,7,185,1,1,289.63,0.25,0,75,Rain,light rain,6567,5744,2997,890,340,257,328,7,23,3,9,2015,2
23-09-2015 07:00,1,163,90,8,357,1,1,289.63,0.25,0,75,Mist,mist,6567,6567,5744,2997,890,340,257,7,23,3,9,2015,2
23-09-2015 08:00,1,178,89,8,356,2,2,289.87,0,0,40,Thunderstorm,proximity thunderstorm,6080,6567,6567,5744,2997,890,340,8,23,3,9,2015,2
23-09-2015 08:00,1,115,89,8,354,2,2,289.87,0,0,40,Mist,mist,6080,6080,6567,6567,5744,2997,890,8,23,3,9,2015,2
23-09-2015 09:00,1,76,88,8,351,3,3,291.77,0,0,75,Mist,mist,5272,6080,6080,6567,6567,5744,2997,9,23,3,9,2015,2
23-09-2015 09:00,1,130,88,8,353,5,5,291.77,0,0,75,Haze,haze,5272,5272,6080,6080,6567,6567,5744,9,23,3,9,2015,2
23-09-2015 10:00,1,295,89,7,349,7,7,292.39,0,0,90,Clouds,overcast clouds,4593,5272,5272,6080,6080,6567,6567,10,23,3,9,2015,2
23-09-2015 11:00,1,294,88,7,348,6,6,295.92,0,0,75,Clouds,broken clouds,4819,4593,5272,5272,6080,6080,6567,11,23,3,9,2015,2
23-09-2015 12:00,1,93,88,7,346,8,8,295.89,0,0,40,Clouds,scattered clouds,4865,4819,4593,5272,5272,6080,6080,12,23,3,9,2015,2
23-09-2015 13:00,1,23,87,7,342,4,4,296.25,0.25,0,40,Rain,light rain,4766,4865,4819,4593,5272,5272,6080,13,23,3,9,2015,2
23-09-2015 14:00,1,189,88,7,341,4,4,295.88,5.08,0,75,Rain,heavy intensity rain,5153,4766,4865,4819,4593,5272,5272,14,23,3,9,2015,2
23-09-2015 14:00,1,48,87,7,338,8,8,295.88,5.08,0,75,Thunderstorm,proximity thunderstorm,5153,5153,4766,4865,4819,4593,5272,14,23,3,9,2015,2
23-09-2015 16:00,1,286,88,6,336,4,4,293.37,0.51,0,90,Rain,heavy intensity rain,6251,5153,5153,4766,4865,4819,4593,16,23,3,9,2015,2
23-09-2015 17:00,1,15,86,6,332,8,8,293.22,0.51,0,90,Rain,moderate rain,6145,6251,5153,5153,4766,4865,4819,17,23,3,9,2015,2
23-09-2015 17:00,1,192,86,6,330,2,2,293.22,0.51,0,90,Drizzle,drizzle,6145,6145,6251,5153,5153,4766,4865,17,23,3,9,2015,2
23-09-2015 18:00,1,49,86,6,328,8,8,292.82,0.51,0,90,Rain,light rain,4634,6145,6145,6251,5153,5153,4766,18,23,3,9,2015,2
23-09-2015 18:00,1,207,86,5,325,1,1,292.82,0.51,0,90,Drizzle,light intensity drizzle,4634,4634,6145,6145,6251,5153,5153,18,23,3,9,2015,2
23-09-2015 19:00,1,162,86,5,322,1,1,292.25,0.25,0,90,Rain,light rain,3368,4634,4634,6145,6145,6251,5153,19,23,3,9,2015,2
